Polygon_ID,CliffTop_Z
1518,16.975
1519,16.975
1520,16.975
1521,16.975
1522,16.975
1523,16.976
1524,16.979
1525,16.982
1526,16.985
1527,16.988
1528,16.991
1529,16.994
1530,16.997
1531,17.001
1532,17.004
1533,17.007
1534,17.01
1535,17.013
1536,17.013
1537,17.013
1538,17.013
1539,17.013
1540,17.013
1541,17.013
1542,17.013
1543,17.013
1544,17.013
1545,17.013
1546,17.013
1547,17.013
1548,17.014
1549,17.016
1550,17.019
1551,17.022
1552,17.024
1553,17.027
1554,17.029
1555,17.032
1556,17.034
1557,17.037
1558,17.039
1559,17.042
1560,17.044
1561,17.047
1562,17.049
1563,17.051
1564,17.051
1565,17.051
1566,17.051
1567,17.051
1568,17.051
1569,17.051
1570,17.051
1571,17.051
1572,17.051
1573,17.051
1574,17.051
1575,17.051
1576,17.051
